item_id,sku_id,category,brand,subcategory,unit,lead_time_days,min_order_qty,reorder_point,safety_stock,weight_kg,volume_cbm,supplier_id,material_ids,abc_class,demand_volatility,price,cost
SKUI0101,SKU0101,assembly,Vertex,standard,box,20.183697339538035,4,1,1,7.717049380101869,1.498125430674501,SUP0131,"MAT0199,MAT0314,MAT0660,MAT0247",B,high,62.06,27.99
SKUI0102,SKU0102,finished,Orion,standard,kg,16.93161161858392,10,2,2,20.646861489756716,1.8638608287291867,SUP0521,"MAT1029,MAT0929,MAT0026,MAT0506,MAT0150,MAT0876",C,low,4.61,2.82
SKUI0103,SKU0103,consumable,Kite,industrial,meter,11.933765529754556,6,2,1,18.25308904921047,1.7298954175585175,SUP0622,"MAT0522,MAT0524,MAT1086,MAT0480,MAT0863,MAT0785,MAT0496",C,medium,6.86,3.48
SKUI0104,SKU0104,assembly,Kite,premium,kg,27.68662233738243,5,1,1,8.244454336268165,1.9292400982994933,SUP0021,"MAT0307,MAT0912,MAT0133,MAT1016,MAT0148,MAT0287,MAT0554",A,medium,14.35,9.83
SKUI0105,SKU0105,assembly,Cobalt,economy,pcs,11.340142653886712,13,4,4,29.186798546373655,1.797958253601495,SUP0234,"MAT0434,MAT0374,MAT1189,MAT0866,MAT0757,MAT0232",B,high,4.55,3.23
SKUI0106,SKU0106,consumable,Kite,retail,meter,14.439506794468272,8,3,2,14.397915548748655,2.2794399497288023,SUP0127,"MAT1063,MAT0507,MAT0149,MAT0383,MAT0445,MAT0878",C,high,14.58,9.83
SKUI0107,SKU0107,spares,Orion,premium,pcs,10.276905864507087,17,6,5,18.36862793422327,1.1910745342025921,SUP0127,"MAT0608,MAT0088,MAT0674,MAT0680,MAT0881",A,high,11.06,8.09
SKUI0108,SKU0108,kit,Orion,retail,box,26.93568894447269,8,1,2,18.861025950261112,2.373261915426117,SUP0404,"MAT0882,MAT0851,MAT0776,MAT0550,MAT1160,MAT0763",A,low,19.62,9.68
SKUI0109,SKU0109,consumable,Vertex,premium,box,17.658294227604145,28,5,6,9.14875302404047,2.2173119572390334,SUP0170,"MAT0457,MAT0490,MAT0090,MAT0624",B,low,13.02,6.71
SKUI0110,SKU0110,spares,Zenith,industrial,box,20.250396819397775,42,14,12,11.694750963809437,1.5243881432590027,SUP0122,"MAT0488,MAT0918,MAT0699,MAT0442,MAT0926",C,high,11.44,7.59
SKUI0111,SKU0111,kit,Astra,standard,meter,10.508081150467984,10,3,2,5.987520640615725,0.650094166279125,SUP0002,"MAT0462,MAT0466,MAT0431,MAT1131",B,medium,28.96,14.22
SKUI0112,SKU0112,spares,Zenith,economy,meter,27.12708573854268,7,1,1,8.888449615935574,2.0355078649162137,SUP0305,"MAT0606,MAT0245,MAT0842,MAT0648",A,low,20.71,12.49
SKUI0113,SKU0113,finished,Astra,industrial,pcs,14.617122616768203,8,2,2,8.103766221341086,1.1331797413699016,SUP0106,"MAT0726,MAT0390,MAT1168,MAT1087",A,medium,66.47,43.55
SKUI0114,SKU0114,assembly,Orion,industrial,box,18.077911262235595,18,6,5,12.88912308642001,2.03557218266538,SUP0038,"MAT0861,MAT0764,MAT0500,MAT0677,MAT0516,MAT0631,MAT0789",B,high,92.09,47.23
SKUI0115,SKU0115,finished,Cobalt,retail,kg,14.295094734896438,16,3,3,21.243135877849284,3.2456448279591763,SUP0213,"MAT0990,MAT0350,MAT0681,MAT0866,MAT0533,MAT0013,MAT0667",B,low,15.11,8.62
SKUI0116,SKU0116,spares,Zenith,retail,pcs,9.93285867770573,2,1,1,7.466382966309344,1.1686698897984107,SUP0210,"MAT0713,MAT0484,MAT0500",B,high,36.71,25.45
SKUI0117,SKU0117,spares,Astra,economy,box,17.932632126531985,13,3,3,13.46349992090333,2.4614129592853042,SUP0032,"MAT0247,MAT0250,MAT0014,MAT1123,MAT0858,MAT0784",C,medium,22.46,12.55
SKUI0118,SKU0118,assembly,Nova,economy,box,25.480112124556797,6,2,1,17.50554688410321,2.589835025775257,SUP0058,"MAT0729,MAT0787,MAT0276,MAT0395,MAT1007,MAT0651,MAT0757",A,medium,98.04,64.44
SKUI0119,SKU0119,spares,Cobalt,standard,box,20.220145276373348,10,2,2,6.182665565621105,1.3900065301755884,SUP0409,"MAT0458,MAT0219,MAT0890,MAT0235",B,low,5.55,4.08
SKUI0120,SKU0120,consumable,Zenith,industrial,box,13.884504546423706,8,1,2,16.728368645086395,1.9362086611242615,SUP0385,"MAT0332,MAT0736,MAT0214,MAT0737,MAT0931",B,low,9.57,6.5
SKUI0121,SKU0121,spares,Astra,standard,kg,16.808671033222012,6,2,2,24.50558042059093,2.7850001763508594,SUP0097,"MAT1023,MAT1194,MAT0501,MAT0483,MAT0351,MAT0575,MAT0363",B,high,11.31,7.78
SKUI0122,SKU0122,consumable,Nova,retail,pcs,17.462105103669693,2,1,1,6.864532719435419,0.6562490342741037,SUP0058,"MAT1034,MAT0052,MAT0373",B,low,9.21,5.01
SKUI0123,SKU0123,kit,Cobalt,industrial,meter,15.650440357857136,2,1,1,14.353069159459604,1.1014642262854464,SUP0127,"MAT0026,MAT0271,MAT0595,MAT0881",B,low,10.78,5.39
SKUI0124,SKU0124,consumable,Astra,premium,pcs,17.73536103118102,7,2,2,3.802444951632403,0.40150489310013,SUP0107,"MAT1089,MAT0151,MAT0524",A,high,21.13,14.21
SKUI0125,SKU0125,assembly,Orion,premium,meter,12.191449075615532,8,2,2,16.701736210400878,2.936179797820871,SUP0164,"MAT0896,MAT0032,MAT0787,MAT0034,MAT0314",A,medium,36.75,21.45
SKUI0126,SKU0126,consumable,Orion,premium,pcs,18.603818071806035,8,1,2,22.337806686024713,1.020508786926218,SUP0058,"MAT0761,MAT1033,MAT0705,MAT1095,MAT0532",C,low,14.2,9.34
SKUI0127,SKU0127,spares,Zenith,economy,meter,20.713624706486367,10,3,2,19.091856018383552,2.5846569314504713,SUP0080,"MAT0925,MAT1117,MAT0413,MAT0719,MAT0715,MAT0851",B,medium,20.68,11.2
SKUI0128,SKU0128,kit,Vertex,industrial,pcs,11.774645837362197,5,2,1,14.09699671419085,1.4143758979262544,SUP0186,"MAT0626,MAT0514,MAT0621,MAT0093",B,high,34.19,17.52
