user_id,item_id,rating,orders_fulfilled,storage_units,throughput_units
U0011,WARI0136,5.0,22,10,10
U0011,WARI0275,5.0,24,10,10
U0011,WARI0301,2.0,18,10,10
U0011,WARI0457,5.0,24,10,10
U0011,WARI1072,5.0,20,10,10
U0011,WARI1077,5.0,40,10,10
U0011,WARI0360,5.0,46,10,10
U0011,WARI0715,5.0,31,10,10
U0012,WARI0786,5.0,24,10,10
U0012,WARI1116,5.0,23,10,10
U0012,WARI0186,5.0,38,10,10
U0012,WARI0659,5.0,33,10,10
U0012,WARI0818,5.0,26,10,10
U0012,WARI0426,5.0,31,11,10
U0012,WARI0846,5.0,21,10,10
U0012,WARI0879,3.0,23,10,10
U0012,WARI1079,5.0,25,10,10
U0012,WARI0841,5.0,32,10,10
U0013,WARI1101,5.0,18,10,10
U0013,WARI0367,5.0,36,10,10
U0013,WARI0044,5.0,26,10,10
U0013,WARI1025,5.0,32,10,10
U0013,WARI0896,5.0,27,10,10
U0013,WARI0885,5.0,43,10,10
U0013,WARI0888,5.0,24,10,10
U0013,WARI0509,5.0,36,10,10
U0013,WARI0011,5.0,42,10,10
U0013,WARI0739,5.0,26,10,10
U0014,WARI0874,5.0,24,10,10
U0014,WARI0817,5.0,26,10,10
U0014,WARI0523,5.0,30,10,10
U0014,WARI0463,5.0,39,10,10
U0014,WARI1194,5.0,46,10,10
U0014,WARI0175,4.0,27,10,10
U0014,WARI0415,5.0,28,10,10
U0014,WARI1195,5.0,32,10,10
U0014,WARI0629,5.0,26,10,10
U0014,WARI0783,5.0,25,10,13
U0015,WARI0429,5.0,24,10,10
U0015,WARI0345,5.0,27,10,10
U0015,WARI0761,5.0,34,10,10
U0015,WARI0424,4.0,20,10,10
U0015,WARI0805,5.0,24,10,10
U0015,WARI0100,5.0,24,10,10
U0015,WARI0850,5.0,25,10,10
U0015,WARI0336,2.0,23,10,10
U0015,WARI0255,5.0,24,10,10
U0015,WARI0602,5.0,27,10,10
U0016,WARI1033,2.0,20,10,10
U0016,WARI0920,5.0,32,10,10
U0016,WARI0513,5.0,24,10,10
U0016,WARI0206,5.0,30,10,10
U0016,WARI0601,5.0,38,10,10
U0016,WARI0728,5.0,35,10,10
U0016,WARI1120,5.0,25,10,10
U0016,WARI1141,5.0,39,10,10
U0016,WARI0653,5.0,31,10,10
U0016,WARI1151,5.0,29,10,10
U0017,WARI0251,5.0,30,10,10
U0017,WARI0862,5.0,19,10,10
U0017,WARI0466,5.0,24,10,10
U0017,WARI0782,5.0,33,10,10
U0017,WARI1152,5.0,29,10,10
U0017,WARI0056,5.0,32,10,10
U0017,WARI0151,5.0,33,10,10
U0017,WARI0520,5.0,34,10,10
U0017,WARI0552,5.0,46,10,10
U0017,WARI0607,5.0,27,10,10
U0018,WARI1059,5.0,32,10,10
U0018,WARI0152,5.0,25,10,10
U0018,WARI0012,5.0,29,10,10
U0018,WARI0195,5.0,30,10,10
U0018,WARI0198,5.0,36,10,10
U0018,WARI1151,5.0,26,10,10
U0018,WARI0314,3.0,28,10,10
U0018,WARI0576,5.0,36,10,10
U0018,WARI0560,5.0,30,10,10
U0018,WARI1113,5.0,17,10,10
U0019,WARI0577,5.0,22,10,10
U0019,WARI0476,5.0,36,10,10
U0019,WARI1049,5.0,25,10,10
U0019,WARI1186,5.0,33,10,10
U0019,WARI0345,5.0,30,10,10
U0019,WARI0692,5.0,34,10,10
U0019,WARI0112,5.0,27,10,10
U0019,WARI1042,5.0,41,10,10
U0019,WARI0438,5.0,27,10,10
U0019,WARI0679,4.0,20,10,10
U0020,WARI0054,4.0,25,10,10
U0020,WARI0968,5.0,25,10,10
U0020,WARI0916,5.0,24,10,10
U0020,WARI0781,4.0,20,10,10
U0020,WARI0689,5.0,18,10,10
U0020,WARI0639,5.0,24,10,10
U0020,WARI0430,5.0,27,10,10
U0020,WARI0641,3.0,25,10,10
U0020,WARI0915,5.0,22,10,10
U0020,WARI0441,5.0,39,10,10
U0021,WARI0096,5.0,35,10,10
U0021,WARI0001,5.0,21,10,10
U0021,WARI0499,5.0,30,10,10
U0021,WARI0133,5.0,28,10,10
U0021,WARI0709,5.0,38,10,10
U0021,WARI0942,5.0,33,10,10
U0021,WARI0609,3.0,23,10,10
U0021,WARI1016,5.0,23,10,10
U0021,WARI0536,5.0,29,10,10
U0021,WARI0639,5.0,22,10,10
U0022,WARI0190,5.0,30,10,10
U0022,WARI0012,5.0,53,10,10
U0022,WARI0606,4.0,16,10,10
U0022,WARI0841,5.0,31,10,10
U0022,WARI1142,5.0,37,10,10
U0022,WARI0741,5.0,24,10,10
U0022,WARI0586,2.0,14,10,10
U0022,WARI0687,5.0,20,10,10
U0022,WARI0763,5.0,36,10,10
U0022,WARI0891,5.0,28,10,10
U0023,WARI0146,5.0,32,10,10
U0023,WARI0425,5.0,29,10,14
U0023,WARI1071,5.0,31,10,10
U0023,WARI0420,5.0,20,10,10
U0023,WARI0240,5.0,44,10,10
U0023,WARI0382,5.0,34,10,10
U0023,WARI0739,5.0,25,10,10
U0023,WARI0450,5.0,25,10,10
U0023,WARI1126,5.0,36,10,10
U0023,WARI0260,5.0,29,10,10
U0024,WARI0553,5.0,34,10,10
U0024,WARI0607,5.0,37,10,10
U0024,WARI0528,5.0,31,10,10
U0024,WARI0798,5.0,36,10,10
U0024,WARI0621,5.0,23,10,10
U0024,WARI0355,5.0,21,13,10
U0024,WARI0996,5.0,31,10,10
U0024,WARI0828,5.0,24,10,10
U0024,WARI0773,5.0,18,10,10
U0024,WARI0072,4.0,20,10,10
U0025,WARI0316,5.0,37,10,10
U0025,WARI1059,5.0,36,10,10
U0025,WARI0522,5.0,25,10,10
U0025,WARI0061,5.0,27,10,10
U0025,WARI0856,5.0,20,10,10
U0025,WARI0094,5.0,27,10,10
U0025,WARI0924,5.0,32,10,10
U0025,WARI0265,5.0,29,10,10
U0025,WARI0516,5.0,28,10,10
U0025,WARI0589,5.0,29,10,10
U0026,WARI0486,5.0,37,10,10
U0026,WARI0591,5.0,30,10,10
U0026,WARI0462,5.0,30,10,10
U0026,WARI1160,5.0,23,10,10
U0026,WARI1130,5.0,35,10,10
U0026,WARI0915,5.0,21,10,10
U0026,WARI0410,3.0,29,10,10
U0026,WARI0878,5.0,36,10,10
U0026,WARI1078,5.0,37,10,10
U0026,WARI0963,5.0,29,10,10
U0027,WARI0621,5.0,31,10,10
U0027,WARI0403,5.0,37,10,10
U0027,WARI0272,5.0,32,10,10
U0027,WARI0500,5.0,24,14,10
U0027,WARI0616,5.0,29,10,10
U0027,WARI0240,5.0,30,10,10
U0027,WARI0312,5.0,32,10,10
U0027,WARI1161,5.0,40,10,10
U0027,WARI0272,5.0,30,10,10
U0027,WARI0845,5.0,34,10,10
U0028,WARI0718,5.0,22,10,10
U0028,WARI0802,5.0,47,10,10
U0028,WARI0075,5.0,36,10,10
U0028,WARI0661,2.0,18,10,10
U0028,WARI0074,5.0,28,10,10
U0028,WARI0202,4.0,29,10,10
U0028,WARI0041,5.0,38,10,10
U0028,WARI0168,5.0,26,10,10
U0028,WARI0293,5.0,35,10,10
U0028,WARI0813,5.0,44,10,10
U0029,WARI0218,5.0,23,10,10
U0029,WARI0031,5.0,34,10,10
U0029,WARI0968,5.0,24,10,10
U0029,WARI0571,5.0,31,10,10
U0029,WARI0402,5.0,33,10,10
U0029,WARI0788,5.0,22,10,10
U0029,WARI0581,5.0,34,10,10
U0029,WARI0701,5.0,25,10,10
U0029,WARI0753,5.0,35,10,10
U0029,WARI0989,5.0,40,10,10
U0030,WARI0755,5.0,32,10,10
U0030,WARI0368,3.0,19,10,10
U0030,WARI0132,2.0,18,10,10
U0030,WARI0448,5.0,30,10,10
U0030,WARI0217,5.0,31,10,10
U0030,WARI0772,5.0,44,10,10
U0030,WARI0456,5.0,45,10,10
U0030,WARI0711,5.0,35,10,10
U0030,WARI0327,5.0,36,10,10
U0030,WARI0599,5.0,41,10,10
U0031,WARI0315,5.0,34,10,10
U0031,WARI0966,3.0,17,10,10
U0031,WARI0409,5.0,13,10,10
U0031,WARI0830,5.0,35,10,10
U0031,WARI0264,5.0,31,10,10
U0031,WARI0352,5.0,31,10,10
U0031,WARI0348,5.0,26,10,10
U0031,WARI0226,5.0,20,10,10
U0031,WARI0424,4.0,22,10,10
U0031,WARI0435,5.0,40,10,10
U0032,WARI0350,5.0,29,10,10
U0032,WARI0979,5.0,24,10,10
U0032,WARI0479,5.0,21,10,10
U0032,WARI0274,5.0,22,10,10
U0032,WARI0768,5.0,37,10,10
U0032,WARI0351,5.0,36,10,10
U0032,WARI0235,5.0,37,10,10
U0032,WARI0519,5.0,44,10,10
U0032,WARI0645,5.0,29,10,10
U0032,WARI1103,5.0,38,10,10
U0033,WARI0612,5.0,19,10,10
U0033,WARI0557,4.0,31,10,10
U0033,WARI1054,5.0,18,10,10
U0033,WARI0104,5.0,24,10,10
U0033,WARI0739,5.0,24,10,10
U0033,WARI0489,5.0,27,10,10
U0033,WARI0204,5.0,27,10,10
U0033,WARI0062,5.0,27,10,10
U0033,WARI1004,5.0,26,10,10
U0033,WARI1068,5.0,18,10,10
U0034,WARI0323,5.0,21,10,10
U0034,WARI0293,5.0,24,10,10
U0034,WARI0390,5.0,26,10,10
U0034,WARI0059,4.0,22,10,10
U0034,WARI0796,5.0,38,10,10
U0034,WARI0027,5.0,48,10,10
U0034,WARI0103,5.0,21,10,10
U0034,WARI0018,5.0,29,10,10
U0034,WARI0215,5.0,36,10,10
U0034,WARI1143,5.0,33,10,10
U0035,WARI0211,4.0,31,10,10
U0035,WARI0924,5.0,30,10,10
U0035,WARI0823,5.0,26,10,10
U0035,WARI0309,3.0,24,10,10
U0035,WARI0344,5.0,22,10,10
U0035,WARI0565,5.0,36,10,10
U0035,WARI0950,5.0,16,10,10
U0035,WARI0151,5.0,36,10,10
U0035,WARI0812,5.0,32,10,10
U0035,WARI1148,5.0,29,10,10
U0036,WARI0692,5.0,27,10,10
U0036,WARI0859,5.0,33,10,10
U0036,WARI1021,5.0,28,10,10
U0036,WARI0213,5.0,25,10,10
U0036,WARI0229,4.0,35,10,10
U0036,WARI1116,5.0,23,10,10
U0036,WARI0708,5.0,31,10,10
U0036,WARI1091,5.0,31,10,10
U0036,WARI0456,5.0,35,10,10
U0036,WARI1159,5.0,34,10,10
U0037,WARI0979,5.0,27,10,10
U0037,WARI0627,5.0,43,10,10
U0037,WARI0908,5.0,30,10,10
U0037,WARI1045,5.0,29,10,10
U0037,WARI0723,5.0,27,10,10
U0037,WARI0728,5.0,29,10,10
U0037,WARI0179,5.0,33,10,10
U0037,WARI0769,5.0,39,10,10
U0037,WARI0282,4.0,31,10,10
U0037,WARI0213,5.0,32,10,10
U0038,WARI0941,5.0,47,10,10
U0038,WARI0818,5.0,28,10,10
U0038,WARI0871,5.0,21,10,10
U0038,WARI0740,5.0,29,10,10
U0038,WARI0431,5.0,22,10,10
U0038,WARI0398,5.0,30,12,10
U0038,WARI0280,5.0,38,10,10
U0038,WARI0052,5.0,20,10,10
U0038,WARI0604,5.0,23,10,10
U0038,WARI0326,5.0,44,10,10
U0039,WARI0782,5.0,21,10,10
U0039,WARI0385,5.0,27,10,10
U0039,WARI0021,5.0,35,10,10
U0039,WARI0147,5.0,40,10,10
U0039,WARI1071,5.0,21,10,10
U0039,WARI0422,2.0,19,10,10
U0039,WARI1101,5.0,24,10,10
U0039,WARI0874,5.0,29,10,10
U0039,WARI1183,5.0,36,10,10
U0039,WARI1096,5.0,35,10,10
U0040,WARI0402,5.0,30,10,10
U0040,WARI0470,5.0,27,10,10
U0040,WARI1052,5.0,25,10,10
U0040,WARI0335,5.0,26,10,10
U0040,WARI0827,5.0,20,10,10
U0040,WARI0302,5.0,24,10,10
U0040,WARI0091,5.0,32,10,10
U0040,WARI0761,5.0,39,10,10
U0040,WARI0045,5.0,33,10,10
U0040,WARI0677,5.0,39,10,10
U0041,WARI0321,5.0,28,10,10
U0041,WARI0662,5.0,35,10,10
U0041,WARI0880,5.0,31,10,10
U0041,WARI0561,5.0,44,10,10
U0041,WARI0595,5.0,27,10,10
U0041,WARI0395,1.0,23,10,10
U0041,WARI1171,5.0,38,10,10
U0041,WARI0255,5.0,33,10,10
U0041,WARI0289,5.0,36,10,10
U0041,WARI0568,5.0,32,10,10
U0042,WARI0334,5.0,28,10,10
U0042,WARI0344,5.0,28,10,10
U0042,WARI0480,5.0,24,10,10
U0042,WARI0639,5.0,31,10,10
U0042,WARI0206,5.0,33,10,10
U0042,WARI0409,5.0,36,10,10
U0042,WARI0989,5.0,19,10,10
U0042,WARI1083,5.0,26,10,10
U0042,WARI1027,5.0,24,10,10
U0042,WARI0188,5.0,27,10,10
U0043,WARI0320,5.0,43,10,10
U0043,WARI0581,5.0,29,10,10
U0043,WARI1143,5.0,32,10,10
U0043,WARI0001,5.0,28,10,10
U0043,WARI0165,5.0,49,10,10
U0043,WARI0723,5.0,22,10,10
U0043,WARI0315,5.0,32,10,10
U0043,WARI0113,5.0,25,10,10
U0043,WARI0135,5.0,42,10,10
U0043,WARI0488,5.0,23,13,10
U0044,WARI1114,5.0,22,10,10
U0044,WARI1054,5.0,30,10,10
U0044,WARI0495,5.0,23,10,10
U0044,WARI0316,5.0,31,10,10
U0044,WARI0573,5.0,44,10,10
U0044,WARI0439,5.0,30,10,10
U0044,WARI0218,5.0,20,11,10
U0044,WARI1123,5.0,33,10,10
U0044,WARI0754,5.0,26,10,10
U0044,WARI0824,5.0,34,10,10
U0045,WARI0680,5.0,27,10,10
U0045,WARI0520,5.0,20,10,10
U0045,WARI0986,5.0,32,10,10
U0045,WARI1038,5.0,34,10,10
U0045,WARI0199,5.0,35,10,10
U0045,WARI0274,5.0,24,10,10
U0045,WARI0687,5.0,24,10,10
U0045,WARI0128,5.0,30,10,10
U0045,WARI1098,5.0,26,10,10
U0045,WARI0461,5.0,26,10,10
U0046,WARI0320,5.0,36,10,10
U0046,WARI0508,5.0,25,10,10
U0046,WARI0751,5.0,25,10,10
U0046,WARI1071,5.0,28,10,10
U0046,WARI0357,5.0,24,10,10
U0046,WARI0494,5.0,34,10,10
U0046,WARI0529,5.0,29,10,10
U0046,WARI0233,5.0,22,10,10
U0046,WARI0573,5.0,35,10,10
U0046,WARI0510,5.0,30,10,10
U0047,WARI0751,5.0,37,10,10
U0047,WARI0178,5.0,21,10,10
U0047,WARI0254,5.0,20,10,10
U0047,WARI0186,5.0,22,10,10
U0047,WARI1096,5.0,33,10,10
U0047,WARI0653,5.0,37,10,10
U0047,WARI0362,5.0,36,10,10
U0047,WARI0178,5.0,26,10,10
U0047,WARI0709,5.0,41,10,10
U0047,WARI0740,5.0,42,14,10
U0048,WARI1130,5.0,29,10,10
U0048,WARI0108,5.0,15,10,10
U0048,WARI1064,5.0,42,10,10
U0048,WARI0040,5.0,33,10,10
U0048,WARI0743,5.0,34,10,10
U0048,WARI0018,5.0,30,10,10
U0048,WARI0227,3.0,19,10,10
U0048,WARI0801,5.0,27,10,10
U0048,WARI0578,5.0,29,10,10
U0048,WARI0118,4.0,24,10,10
U0049,WARI0637,5.0,25,10,10
U0049,WARI0102,5.0,16,10,10
U0049,WARI0412,5.0,32,10,10
U0049,WARI1053,5.0,19,10,10
U0049,WARI0550,5.0,27,10,10
U0049,WARI0148,5.0,24,10,10
U0049,WARI0941,5.0,32,10,10
U0049,WARI0594,5.0,41,10,10
U0049,WARI0324,5.0,37,10,10
U0049,WARI0643,5.0,36,10,10
U0050,WARI0342,5.0,31,10,10
U0050,WARI0906,5.0,28,10,10
U0050,WARI1026,5.0,22,10,10
U0050,WARI0746,5.0,22,10,10
U0050,WARI0633,1.0,16,10,10
U0050,WARI0891,5.0,37,10,10
U0050,WARI0755,5.0,27,10,10
U0050,WARI1028,5.0,26,10,10
U0050,WARI1069,5.0,28,10,10
U0050,WARI0469,5.0,25,10,10
U0051,WARI0285,5.0,24,10,10
U0051,WARI0877,5.0,32,10,10
U0051,WARI0199,5.0,31,10,10
U0051,WARI0230,5.0,27,10,10
U0051,WARI0858,5.0,20,10,10
U0051,WARI1092,5.0,21,10,10
U0051,WARI0893,5.0,27,10,10
U0051,WARI0588,5.0,24,10,10
U0051,WARI0438,5.0,16,10,10
U0051,WARI0238,5.0,26,10,10
U0052,WARI0827,5.0,32,10,10
U0052,WARI0804,5.0,31,10,10
U0052,WARI0597,5.0,36,10,10
U0052,WARI0087,5.0,31,10,10
U0052,WARI0336,2.0,24,10,10
U0052,WARI0909,5.0,36,10,10
U0052,WARI0511,5.0,34,10,10
U0052,WARI0682,5.0,33,10,10
U0052,WARI0024,5.0,37,10,10
U0052,WARI0435,5.0,30,10,10
U0053,WARI0128,5.0,30,10,10
U0053,WARI0169,5.0,19,10,10
U0053,WARI0957,5.0,22,10,10
U0053,WARI0167,5.0,21,10,10
U0053,WARI1091,5.0,27,10,10
U0053,WARI0225,5.0,22,10,10
U0053,WARI0214,5.0,30,10,10
U0053,WARI0727,5.0,38,10,10
U0053,WARI0774,5.0,21,10,10
U0053,WARI0474,5.0,28,10,10
U0054,WARI0857,5.0,34,10,10
U0054,WARI0317,5.0,27,10,10
U0054,WARI0988,5.0,29,10,10
U0054,WARI1066,5.0,25,10,10
U0054,WARI0292,5.0,19,10,10
U0054,WARI0203,5.0,35,10,10
U0054,WARI0270,5.0,24,11,10
U0054,WARI0979,5.0,21,10,10
U0054,WARI0304,5.0,21,10,10
U0054,WARI0604,5.0,22,10,10
U0055,WARI0252,5.0,44,10,10
U0055,WARI0385,5.0,34,10,10
U0055,WARI0071,5.0,25,10,11
U0055,WARI0456,5.0,26,10,10
U0055,WARI0518,5.0,28,10,10
U0055,WARI0914,5.0,38,10,10
U0055,WARI0386,5.0,31,10,10
U0055,WARI0211,4.0,22,10,10
U0055,WARI0820,5.0,29,10,10
U0055,WARI0830,5.0,53,10,10
U0056,WARI0980,5.0,27,10,10
U0056,WARI0294,5.0,41,10,10
U0056,WARI0178,5.0,35,10,10
U0056,WARI0804,5.0,33,10,10
U0056,WARI0737,5.0,26,10,10
U0056,WARI0870,5.0,25,10,10
U0056,WARI0869,5.0,16,10,10
U0056,WARI0853,5.0,37,10,10
U0056,WARI1188,4.0,34,10,10
U0056,WARI0522,5.0,26,10,10
U0057,WARI0368,2.0,25,10,10
U0057,WARI0041,5.0,35,10,10
U0057,WARI0076,5.0,29,10,10
U0057,WARI0715,5.0,18,11,10
U0057,WARI0737,5.0,32,10,10
U0057,WARI0926,5.0,34,10,10
U0057,WARI0792,5.0,39,10,10
U0057,WARI0105,5.0,35,10,10
U0057,WARI0064,5.0,26,10,10
U0057,WARI1104,5.0,33,10,10
U0058,WARI0359,5.0,35,10,10
U0058,WARI0509,5.0,27,10,10
U0058,WARI0041,5.0,26,10,10
U0058,WARI0754,5.0,31,10,10
U0058,WARI0442,2.0,17,10,10
U0058,WARI0924,5.0,24,10,10
U0058,WARI0346,5.0,33,10,10
U0058,WARI1178,5.0,24,10,10
U0058,WARI0205,5.0,20,10,10
U0058,WARI0217,5.0,14,10,10
U0059,WARI0881,5.0,31,10,10
U0059,WARI0796,5.0,29,10,10
U0059,WARI0923,1.0,22,10,10
U0059,WARI0982,5.0,28,10,10
U0059,WARI1189,5.0,23,10,10
U0059,WARI0278,5.0,40,10,10
U0059,WARI0157,3.0,28,10,10
U0059,WARI0602,5.0,23,10,11
U0059,WARI0446,5.0,29,11,10
U0059,WARI0582,5.0,43,10,10
U0060,WARI0540,5.0,35,10,10
U0060,WARI0992,5.0,22,10,10
U0060,WARI0535,5.0,32,10,10
U0060,WARI0915,5.0,26,11,10
U0060,WARI0105,5.0,25,10,10
U0060,WARI0116,5.0,26,10,10
U0060,WARI1086,5.0,26,10,10
U0060,WARI0098,5.0,43,10,10
U0060,WARI0744,5.0,25,10,10
U0060,WARI0936,5.0,20,10,10
U0061,WARI0481,5.0,25,10,10
U0061,WARI0367,5.0,30,10,10
U0061,WARI0157,3.0,37,10,10
U0061,WARI0180,5.0,28,10,10
U0061,WARI0117,5.0,19,10,10
U0061,WARI0010,5.0,28,10,10
U0061,WARI0139,5.0,31,10,10
U0061,WARI0461,5.0,33,10,10
U0061,WARI1144,5.0,37,10,10
U0061,WARI0438,5.0,31,10,10
U0062,WARI0852,5.0,22,10,10
U0062,WARI0455,5.0,30,10,10
U0062,WARI0295,5.0,20,10,10
U0062,WARI0708,5.0,20,10,10
U0062,WARI0436,5.0,21,10,10
U0062,WARI0636,5.0,25,10,10
U0062,WARI0180,5.0,29,10,10
U0062,WARI0635,5.0,37,10,10
U0062,WARI0153,5.0,27,10,10
U0062,WARI0969,5.0,31,10,10
U0063,WARI0774,5.0,26,10,10
U0063,WARI1025,5.0,28,10,10
U0063,WARI0987,5.0,29,11,10
U0063,WARI0202,4.0,30,10,10
U0063,WARI0040,5.0,27,10,10
U0063,WARI0494,5.0,34,10,10
U0063,WARI0647,5.0,31,10,10
U0063,WARI1108,5.0,23,10,10
U0063,WARI0941,5.0,34,10,10
U0063,WARI0887,5.0,33,10,10
U0064,WARI0988,5.0,28,10,10
U0064,WARI0473,5.0,21,10,10
U0064,WARI0858,5.0,31,10,12
U0064,WARI0651,5.0,25,10,10
U0064,WARI0839,5.0,29,10,10
U0064,WARI0167,5.0,22,10,10
U0064,WARI0866,5.0,26,10,10
U0064,WARI0404,4.0,38,10,10
U0064,WARI1123,5.0,29,10,10
U0064,WARI0042,5.0,37,10,10
U0065,WARI0457,5.0,27,10,10
U0065,WARI0919,5.0,31,10,10
U0065,WARI0606,5.0,24,10,10
U0065,WARI0410,3.0,32,10,10
U0065,WARI0406,5.0,35,10,10
U0065,WARI0943,5.0,39,10,10
U0065,WARI0473,5.0,39,10,10
U0065,WARI0169,5.0,33,10,10
U0065,WARI0438,5.0,33,10,10
U0065,WARI0341,5.0,29,10,10
U0066,WARI0038,5.0,34,10,10
U0066,WARI0103,5.0,27,10,10
U0066,WARI0279,5.0,30,10,10
U0066,WARI0261,5.0,25,10,10
U0066,WARI0549,4.0,25,10,10
U0066,WARI0025,3.0,19,10,10
U0066,WARI0718,5.0,22,10,10
U0066,WARI0382,5.0,34,10,10
U0066,WARI0098,5.0,28,10,10
U0066,WARI1100,5.0,30,10,10
U0067,WARI0445,5.0,23,10,10
U0067,WARI0005,5.0,13,10,10
U0067,WARI0548,5.0,34,10,10
U0067,WARI0355,5.0,34,10,10
U0067,WARI0340,5.0,35,10,10
U0067,WARI1049,5.0,23,10,10
U0067,WARI0467,5.0,36,10,10
U0067,WARI0671,5.0,22,10,10
U0067,WARI0265,5.0,23,10,10
U0067,WARI0052,5.0,29,10,10
U0068,WARI0821,5.0,39,10,10
U0068,WARI0601,5.0,42,10,10
U0068,WARI0670,5.0,43,10,10
U0068,WARI1005,5.0,37,11,10
U0068,WARI0635,5.0,24,10,10
U0068,WARI0753,5.0,40,10,10
U0068,WARI0475,5.0,27,10,10
U0068,WARI1144,5.0,28,10,10
U0068,WARI0154,5.0,29,10,10
U0068,WARI0301,3.0,17,10,10
U0069,WARI0751,5.0,26,10,10
U0069,WARI0560,5.0,30,10,10
U0069,WARI0794,1.0,20,10,10
U0069,WARI0354,5.0,33,10,10
U0069,WARI0006,5.0,33,10,10
U0069,WARI1002,5.0,28,10,10
U0069,WARI0786,5.0,24,10,10
U0069,WARI0785,5.0,32,10,10
U0069,WARI0101,5.0,16,10,10
U0069,WARI1198,5.0,23,10,10
U0070,WARI0175,4.0,27,10,10
U0070,WARI0645,5.0,20,10,10
U0070,WARI0111,5.0,40,10,10
U0070,WARI0651,5.0,23,10,10
U0070,WARI0414,5.0,26,10,10
U0070,WARI1156,5.0,43,10,10
