user_id,item_id,rating,shipment_count,total_spend,transit_days_actual
U0005,CARRI0485,5.0,22,844574.28,13.48
U0005,CARRI0208,5.0,38,81623.1,3.7
U0005,CARRI0121,5.0,42,54487.8,5.45
U0005,CARRI0865,5.0,8,459186.72,20.39
U0005,CARRI0224,5.0,26,387696.79,5.26
U0006,CARRI0103,5.0,5,266253.05,4.36
U0006,CARRI0145,5.0,29,124726.83,0.55
U0006,CARRI0445,5.0,47,386407.47,2.58
U0006,CARRI0873,5.0,44,561729.71,21.68
U0006,CARRI0735,5.0,15,82730.71,5.09
U0006,CARRI1165,5.0,17,350636.46,0.5
U0006,CARRI0975,5.0,22,551956.2,18.78
U0006,CARRI1025,5.0,22,265361.81,2.54
U0006,CARRI0155,5.0,15,213579.11,12.13
U0006,CARRI0552,5.0,34,341094.17,15.63
U0007,CARRI0144,5.0,15,96612.14,7.5
U0007,CARRI0147,5.0,15,262115.59,11.07
U0007,CARRI0740,5.0,22,93045.69,3.32
U0007,CARRI1096,5.0,9,71782.23,2.84
U0007,CARRI1064,5.0,35,297384.86,3.9
U0007,CARRI0714,5.0,37,337225.18,9.7
U0007,CARRI0259,5.0,42,238521.21,5.7
U0007,CARRI0109,5.0,36,375583.87,17.5
U0007,CARRI0787,5.0,36,652564.24,7.98
U0007,CARRI0666,5.0,19,230175.68,8.12
U0008,CARRI0446,5.0,26,321620.11,5.4
U0008,CARRI1073,5.0,41,533701.47,22.59
U0008,CARRI0852,5.0,12,261511.52,8.46
U0008,CARRI0208,5.0,14,198660.4,3.3
U0008,CARRI1095,5.0,18,193736.99,0.5
U0008,CARRI0040,5.0,24,182793.02,10.04
U0008,CARRI0348,5.0,20,332110.69,7.64
U0008,CARRI0835,5.0,37,334652.47,5.13
U0008,CARRI0657,5.0,20,327480.5,1.78
U0008,CARRI0092,5.0,32,282720.95,5.15
U0009,CARRI0796,5.0,13,305478.19,9.37
U0009,CARRI0388,5.0,30,166312.69,0.5
U0009,CARRI0022,5.0,23,249978.66,9.01
U0009,CARRI0378,5.0,27,258271.24,3.81
U0009,CARRI0095,5.0,32,356935.63,3.9
U0009,CARRI0529,5.0,43,113836.57,11.44
U0009,CARRI0358,5.0,28,326508.46,5.96
U0009,CARRI0123,5.0,35,133353.18,0.5
U0009,CARRI0381,5.0,19,729190.26,20.53
U0009,CARRI0878,5.0,30,364883.48,11.95
U0010,CARRI1131,5.0,11,111495.12,14.73
U0010,CARRI0121,5.0,26,260646.71,5.45
U0010,CARRI0629,5.0,17,68525.9,3.07
U0010,CARRI1007,5.0,18,951204.43,14.17
U0010,CARRI1022,5.0,20,358949.59,6.52
U0010,CARRI0944,5.0,13,375424.59,7.14
U0010,CARRI0923,5.0,19,276423.91,4.92
U0010,CARRI0862,5.0,17,229149.11,9.19
U0010,CARRI0657,5.0,15,370519.49,1.15
U0010,CARRI0256,5.0,44,660973.81,6.82
U0011,CARRI0227,5.0,42,129349.43,18.52
U0011,CARRI1151,5.0,4,281535.15,11.1
U0011,CARRI0948,5.0,5,562266.3,19.22
U0011,CARRI0838,5.0,9,43738.23,6.27
U0011,CARRI0134,5.0,15,457069.15,17.71
U0011,CARRI0759,5.0,27,282706.9,11.44
U0011,CARRI0149,5.0,18,301373.9,5.77
U0011,CARRI0606,5.0,24,239573.03,7.03
U0011,CARRI0045,5.0,25,231290.75,2.2
U0011,CARRI0229,5.0,43,357684.16,7.87
U0012,CARRI1182,5.0,6,77646.92,11.33
U0012,CARRI0211,5.0,17,403526.31,16.58
U0012,CARRI1194,5.0,31,162391.58,1.87
U0012,CARRI0394,5.0,14,284842.8,18.24
U0012,CARRI0164,5.0,17,640080.2,15.65
U0012,CARRI1165,5.0,17,233824.41,0.5
U0012,CARRI1088,5.0,33,313417.69,18.09
U0012,CARRI0554,5.0,25,323614.68,18.92
U0012,CARRI0352,5.0,11,271260.47,2.48
U0012,CARRI1057,5.0,25,231198.17,6.61
U0013,CARRI0851,5.0,50,228509.28,11.58
U0013,CARRI0410,5.0,27,246689.8,12.03
U0013,CARRI0445,5.0,18,103081.31,2.77
U0013,CARRI0675,5.0,22,69729.93,4.09
U0013,CARRI0338,5.0,34,167470.6,12.38
U0013,CARRI0772,5.0,35,60396.39,3.76
U0013,CARRI0304,5.0,23,74682.58,5.19
U0013,CARRI1161,5.0,33,406200.57,14.27
U0013,CARRI1002,5.0,7,225687.0,5.83
U0013,CARRI0769,5.0,26,419833.44,4.16
U0014,CARRI0671,5.0,35,512534.11,2.62
U0014,CARRI0067,5.0,21,173944.77,5.63
U0014,CARRI0512,5.0,43,196890.08,5.22
U0014,CARRI0101,5.0,52,421431.33,18.49
U0014,CARRI0705,5.0,29,445130.23,3.18
U0014,CARRI1091,5.0,25,344619.75,15.75
U0014,CARRI0261,5.0,48,153588.42,3.73
U0014,CARRI0632,5.0,47,84152.13,7.11
U0014,CARRI0893,5.0,13,76350.13,0.5
U0014,CARRI0256,5.0,29,194705.41,5.45
U0015,CARRI0506,5.0,24,39054.23,21.27
U0015,CARRI0599,5.0,40,189434.19,2.19
U0015,CARRI0256,5.0,15,506594.04,3.39
U0015,CARRI0576,5.0,8,220360.27,3.96
U0015,CARRI0420,5.0,18,256930.22,18.67
U0015,CARRI0106,5.0,9,562472.0,22.43
U0015,CARRI0104,5.0,18,289538.16,9.44
U0015,CARRI0241,5.0,12,465799.06,8.78
U0015,CARRI0582,5.0,11,317485.75,9.38
U0015,CARRI1071,5.0,42,608362.89,19.03
U0016,CARRI0889,5.0,13,157684.64,3.49
U0016,CARRI0968,5.0,36,354785.25,3.13
U0016,CARRI1078,5.0,11,238987.98,21.1
U0016,CARRI0712,5.0,14,343590.07,7.31
U0016,CARRI1018,5.0,19,147055.19,0.5
U0016,CARRI0389,5.0,34,401731.86,4.33
U0016,CARRI0121,5.0,35,36900.35,5.45
U0016,CARRI0702,5.0,40,1010830.93,16.6
U0016,CARRI1089,5.0,25,651608.25,16.7
U0016,CARRI0645,5.0,9,372017.53,11.82
U0017,CARRI0448,5.0,16,396819.72,7.58
U0017,CARRI1001,5.0,27,167838.33,3.03
U0017,CARRI0305,5.0,27,319999.75,3.99
U0017,CARRI0243,5.0,46,187389.49,17.76
U0017,CARRI0161,5.0,13,111018.65,7.41
U0017,CARRI0640,5.0,29,372764.11,22.47
U0017,CARRI0901,5.0,16,144316.04,5.49
U0017,CARRI0564,5.0,30,196137.97,4.81
U0017,CARRI0306,5.0,39,233650.73,8.96
U0017,CARRI0321,5.0,22,389341.15,16.39
U0018,CARRI1088,5.0,15,321719.54,18.8
U0018,CARRI1166,5.0,13,395013.49,9.1
U0018,CARRI0513,5.0,14,106616.5,8.66
U0018,CARRI0082,5.0,28,112084.38,4.79
U0018,CARRI0028,5.0,17,189813.31,7.7
U0018,CARRI0030,5.0,23,39737.47,3.47
U0018,CARRI0146,5.0,18,701874.34,11.66
U0018,CARRI0745,5.0,24,123186.38,1.88
U0018,CARRI0689,5.0,7,99036.89,9.18
U0018,CARRI0633,5.0,25,246092.75,6.44
U0019,CARRI1174,5.0,28,69131.88,5.03
U0019,CARRI1199,5.0,43,364508.06,6.76
U0019,CARRI0256,5.0,37,439039.29,6.67
U0019,CARRI0318,5.0,13,334462.19,19.01
U0019,CARRI0992,5.0,33,166616.86,19.73
U0019,CARRI0015,5.0,15,446857.64,10.81
U0019,CARRI0104,5.0,12,47520.63,8.72
U0019,CARRI0892,5.0,32,358121.39,4.52
U0019,CARRI0037,5.0,28,325846.41,5.09
U0019,CARRI1019,5.0,38,159282.95,5.49
U0020,CARRI0899,5.0,32,350407.75,10.26
U0020,CARRI0051,5.0,40,446454.81,10.48
U0020,CARRI0868,5.0,4,586392.7,8.67
U0020,CARRI0976,5.0,14,28657.68,0.5
U0020,CARRI0881,5.0,19,299633.47,5.18
U0020,CARRI0677,5.0,10,206536.89,6.17
U0020,CARRI0511,5.0,24,904624.85,18.12
U0020,CARRI0721,5.0,23,343311.13,5.66
U0020,CARRI1056,5.0,19,131236.93,2.5
U0020,CARRI0291,5.0,14,141439.64,4.17
U0021,CARRI0903,5.0,24,319746.62,15.84
U0021,CARRI1038,5.0,7,332841.98,8.35
U0021,CARRI0004,5.0,19,142068.85,5.01
U0021,CARRI1076,5.0,12,485060.82,11.54
U0021,CARRI0867,5.0,35,67981.83,0.5
U0021,CARRI0556,5.0,11,263602.41,7.5
U0021,CARRI0060,5.0,40,230105.13,7.0
U0021,CARRI0367,5.0,35,146018.54,1.71
U0021,CARRI0763,5.0,16,242590.18,14.28
U0021,CARRI0397,5.0,36,559544.79,19.24
U0022,CARRI0483,5.0,15,206495.43,4.76
U0022,CARRI0453,5.0,38,707063.1,17.35
U0022,CARRI0623,5.0,45,246320.93,21.43
U0022,CARRI0455,5.0,11,181370.64,10.9
U0022,CARRI0656,5.0,23,43787.54,2.72
U0022,CARRI1132,5.0,12,110165.23,2.92
U0022,CARRI1145,5.0,56,86015.87,4.98
U0022,CARRI0405,5.0,15,482346.16,6.33
U0022,CARRI0137,5.0,7,193562.98,17.72
U0022,CARRI0458,5.0,28,145828.71,12.05
U0023,CARRI0644,5.0,24,371044.35,15.14
U0023,CARRI0871,5.0,19,253477.15,5.05
U0023,CARRI0038,5.0,14,56123.06,8.53
U0023,CARRI1096,5.0,15,123565.35,2.93
U0023,CARRI0591,5.0,32,174348.86,17.23
U0023,CARRI0067,5.0,33,157521.09,6.68
U0023,CARRI1159,5.0,40,102402.2,18.83
U0023,CARRI1068,5.0,5,81868.41,1.13
U0023,CARRI0127,5.0,29,702069.79,5.55
U0023,CARRI0405,5.0,18,394783.39,8.35
U0024,CARRI0835,5.0,27,365090.36,6.72
U0024,CARRI0182,5.0,30,132687.7,16.57
U0024,CARRI0542,5.0,44,201455.67,6.7
U0024,CARRI0660,5.0,25,715672.37,9.78
U0024,CARRI0457,5.0,22,243490.93,17.29
U0024,CARRI1011,5.0,20,69065.32,5.76
U0024,CARRI0947,5.0,28,59938.24,2.57
U0024,CARRI0816,5.0,32,135965.01,2.12
U0024,CARRI1123,5.0,33,382301.46,8.87
U0024,CARRI0409,5.0,53,101868.66,7.83
U0025,CARRI0872,5.0,42,46399.71,0.86
U0025,CARRI0230,5.0,45,149813.05,5.76
U0025,CARRI0597,5.0,27,192953.59,8.08
U0025,CARRI1198,5.0,45,146436.96,19.01
U0025,CARRI1104,5.0,28,201464.31,1.46
U0025,CARRI0814,5.0,42,168073.57,1.29
U0025,CARRI0897,5.0,16,193806.66,8.2
U0025,CARRI0969,5.0,47,434831.18,18.49
U0025,CARRI1121,5.0,11,595609.15,21.84
U0025,CARRI0117,5.0,41,373681.69,11.51
U0026,CARRI1062,5.0,12,351604.54,7.2
U0026,CARRI1078,5.0,28,265275.72,21.16
U0026,CARRI0251,5.0,38,378296.8,1.65
U0026,CARRI0809,5.0,31,844492.54,9.83
U0026,CARRI0092,5.0,22,710552.05,3.46
U0026,CARRI0037,5.0,29,293641.44,7.97
U0026,CARRI0580,5.0,23,501781.84,6.35
U0026,CARRI0037,5.0,32,56463.97,7.15
U0026,CARRI0554,5.0,32,286323.44,16.44
U0026,CARRI0246,5.0,41,307453.32,1.69
U0027,CARRI0560,5.0,13,869879.33,19.32
U0027,CARRI0297,5.0,47,887845.13,9.81
U0027,CARRI1195,5.0,18,252120.79,7.39
U0027,CARRI0499,5.0,21,69635.3,2.64
U0027,CARRI1174,5.0,36,99166.54,3.5
U0027,CARRI0260,5.0,15,362827.94,8.59
U0027,CARRI1006,5.0,25,223429.86,18.55
U0027,CARRI0929,5.0,41,79745.87,3.03
U0027,CARRI1191,5.0,19,320113.45,18.52
U0027,CARRI0637,5.0,41,176401.33,19.96
U0028,CARRI0232,5.0,33,140846.3,0.5
U0028,CARRI0899,5.0,11,273281.42,7.23
U0028,CARRI0672,5.0,26,298517.63,4.48
U0028,CARRI1141,5.0,18,569763.11,9.18
U0028,CARRI0258,5.0,14,252350.21,11.87
U0028,CARRI0771,5.0,15,326816.42,2.84
U0028,CARRI0484,5.0,27,132236.44,1.64
U0028,CARRI0950,5.0,34,331163.42,6.33
U0028,CARRI0468,5.0,17,124552.71,5.12
U0028,CARRI0651,5.0,36,190260.11,4.68
U0029,CARRI0340,5.0,11,24104.41,7.59
U0029,CARRI0592,5.0,8,826057.13,21.92
U0029,CARRI0388,5.0,17,99278.81,0.5
U0029,CARRI0762,5.0,25,229199.58,3.36
U0029,CARRI0296,5.0,21,124341.54,8.1
U0029,CARRI1098,5.0,41,215042.19,10.09
U0029,CARRI0894,5.0,45,275790.07,10.11
U0029,CARRI1025,5.0,15,288414.63,2.99
U0029,CARRI0765,5.0,32,341314.47,19.15
U0029,CARRI0797,5.0,29,182031.43,2.63
U0030,CARRI0762,5.0,22,199434.22,1.03
U0030,CARRI0932,5.0,10,108018.91,6.61
U0030,CARRI0570,5.0,7,105240.73,7.3
U0030,CARRI0362,5.0,9,233547.62,1.98
U0030,CARRI0475,5.0,15,99143.22,3.96
U0030,CARRI0641,5.0,17,249097.49,14.55
U0030,CARRI1100,5.0,14,255776.25,11.32
U0030,CARRI0578,5.0,26,236606.28,4.81
U0030,CARRI0757,5.0,45,221809.28,5.33
U0030,CARRI0721,5.0,21,697833.06,3.74
U0031,CARRI0989,5.0,16,209414.02,12.11
U0031,CARRI0650,5.0,14,263461.48,18.85
U0031,CARRI0668,5.0,22,141673.38,21.25
U0031,CARRI0474,5.0,7,280617.01,1.8
U0031,CARRI0097,5.0,17,61163.43,19.98
U0031,CARRI0853,5.0,10,250917.34,20.01
U0031,CARRI0836,5.0,39,174239.48,11.9
U0031,CARRI0986,5.0,20,328125.25,8.69
U0031,CARRI0367,5.0,32,96556.56,1.14
U0031,CARRI1013,5.0,9,108656.47,12.8
U0032,CARRI0361,5.0,9,648622.34,7.46
U0032,CARRI0559,5.0,41,87404.03,5.19
U0032,CARRI0330,5.0,20,159341.17,9.9
U0032,CARRI1125,5.0,16,302930.13,2.31
U0032,CARRI0711,5.0,34,231897.71,10.5
U0032,CARRI0206,5.0,17,363449.46,3.31
U0032,CARRI1113,5.0,15,859537.01,3.88
U0032,CARRI0002,5.0,21,382443.82,2.95
U0032,CARRI0168,5.0,34,149162.18,9.3
U0032,CARRI0433,5.0,27,239906.5,0.5
U0033,CARRI0524,5.0,20,639848.39,18.07
U0033,CARRI0528,5.0,24,545696.55,1.55
U0033,CARRI0423,5.0,35,276004.98,6.22
U0033,CARRI0827,5.0,11,155272.13,0.5
U0033,CARRI0615,5.0,21,400576.78,6.79
U0033,CARRI0081,5.0,11,83998.54,1.99
U0033,CARRI0887,5.0,41,163454.82,10.78
U0033,CARRI0488,5.0,37,19865.19,2.2
U0033,CARRI0273,5.0,31,124667.38,0.96
U0033,CARRI0803,5.0,7,326972.2,8.78
U0034,CARRI0989,5.0,8,204006.75,10.67
U0034,CARRI0239,5.0,7,172768.11,9.17
U0034,CARRI0480,5.0,19,349753.21,3.72
U0034,CARRI0292,5.0,21,101025.36,9.51
U0034,CARRI1138,5.0,17,445064.98,3.06
U0034,CARRI0065,5.0,7,204738.24,3.33
U0034,CARRI0519,5.0,36,288097.25,2.92
U0034,CARRI1199,5.0,4,337640.27,5.14
U0034,CARRI0204,5.0,13,239208.55,7.1
U0034,CARRI0626,5.0,39,271940.67,15.21
U0035,CARRI0684,5.0,43,307407.59,11.93
U0035,CARRI0198,5.0,29,579085.39,7.53
U0035,CARRI0517,5.0,17,179904.39,6.0
U0035,CARRI1143,5.0,23,122229.09,5.57
U0035,CARRI0958,5.0,20,253417.09,17.27
U0035,CARRI0714,5.0,24,415985.23,12.37
U0035,CARRI0445,5.0,7,928802.34,2.85
U0035,CARRI1089,5.0,17,233539.93,19.92
U0035,CARRI0913,5.0,11,136071.19,7.12
U0035,CARRI0675,5.0,24,161559.46,7.5
U0036,CARRI0217,5.0,35,425700.34,20.04
U0036,CARRI0450,5.0,34,415417.69,5.83
U0036,CARRI1071,5.0,44,340302.72,15.26
U0036,CARRI0638,5.0,27,321542.15,21.24
U0036,CARRI0747,5.0,31,98450.86,5.66
U0036,CARRI0168,5.0,19,349299.52,5.74
U0036,CARRI0354,5.0,33,412864.34,17.47
U0036,CARRI0399,5.0,39,363956.26,15.98
U0036,CARRI0780,5.0,33,158698.5,5.96
U0036,CARRI0636,5.0,29,543885.48,18.07
U0037,CARRI0569,5.0,19,360174.71,9.6
U0037,CARRI0915,5.0,27,382687.86,8.89
U0037,CARRI0802,5.0,26,352423.02,2.29
U0037,CARRI0559,5.0,33,271948.71,6.94
U0037,CARRI0707,5.0,8,324041.82,7.78
U0037,CARRI0119,5.0,15,136274.9,19.13
U0037,CARRI1090,5.0,29,65828.86,4.57
U0037,CARRI0634,5.0,37,312255.77,0.92
U0037,CARRI0494,5.0,14,458127.74,9.55
U0037,CARRI0086,5.0,29,411589.6,3.08
U0038,CARRI1022,5.0,35,496675.96,5.45
U0038,CARRI0507,5.0,35,327553.35,8.2
U0038,CARRI0355,5.0,28,42189.61,2.79
U0038,CARRI0004,5.0,14,72770.34,2.97
U0038,CARRI0131,5.0,23,445786.8,4.31
U0038,CARRI0481,5.0,21,623330.41,3.54
U0038,CARRI0069,5.0,31,254680.53,1.08
U0038,CARRI1015,5.0,16,217733.48,6.2
U0038,CARRI0777,5.0,9,708206.63,7.14
U0038,CARRI0397,5.0,32,84513.91,16.28
U0039,CARRI0140,5.0,13,82542.64,2.46
U0039,CARRI1088,5.0,18,195255.69,20.98
U0039,CARRI0528,5.0,40,806480.73,3.59
U0039,CARRI0743,5.0,39,79773.68,5.97
U0039,CARRI0048,5.0,23,305852.34,8.74
U0039,CARRI1136,5.0,22,147090.37,6.39
U0039,CARRI0997,5.0,32,267218.33,17.73
U0039,CARRI1008,5.0,11,99614.11,2.81
U0039,CARRI0517,5.0,12,182234.14,5.31
U0039,CARRI0487,5.0,36,195422.73,16.25
U0040,CARRI1018,5.0,29,190333.75,2.69
U0040,CARRI1155,5.0,37,132760.51,2.01
U0040,CARRI0861,5.0,16,274349.15,11.08
U0040,CARRI0145,5.0,33,147112.03,2.98
U0040,CARRI0866,5.0,25,193108.07,0.5
U0040,CARRI1071,5.0,17,103125.2,15.86
U0040,CARRI0895,5.0,18,116558.94,19.75
U0040,CARRI0781,5.0,34,298516.88,11.68
U0040,CARRI0948,5.0,23,490484.05,15.74
U0040,CARRI0973,5.0,14,204473.63,5.89
U0041,CARRI0210,5.0,20,171273.68,4.77
U0041,CARRI0604,5.0,19,489829.95,18.9
U0041,CARRI0177,5.0,31,507657.4,4.93
U0041,CARRI0392,5.0,35,344078.73,5.37
U0041,CARRI1064,5.0,14,125338.9,3.74
U0041,CARRI1154,5.0,13,94358.37,9.47
U0041,CARRI1160,5.0,17,275524.17,6.73
U0041,CARRI1111,5.0,37,116976.33,8.13
U0041,CARRI0504,5.0,19,242655.77,5.0
U0041,CARRI0836,5.0,22,170780.66,8.81
U0042,CARRI0935,5.0,40,296574.15,4.66
U0042,CARRI0977,5.0,39,118361.38,7.17
U0042,CARRI0430,5.0,35,181707.21,13.47
U0042,CARRI0886,5.0,18,770135.96,16.12
U0042,CARRI0010,5.0,30,156703.93,4.97
U0042,CARRI1010,5.0,16,424773.61,3.78
U0042,CARRI0948,5.0,16,143397.8,17.25
U0042,CARRI1088,5.0,37,398798.98,21.42
U0042,CARRI0770,5.0,23,460602.01,9.63
U0042,CARRI0031,5.0,35,183704.41,18.14
U0043,CARRI1149,5.0,30,415861.57,1.08
U0043,CARRI0369,5.0,9,124615.55,0.96
U0043,CARRI1180,5.0,28,188458.68,1.12
U0043,CARRI0182,5.0,6,236658.7,15.58
U0043,CARRI0032,5.0,5,401570.03,7.04
U0043,CARRI0346,5.0,48,397387.29,2.56
U0043,CARRI0407,5.0,44,176668.54,3.24
U0043,CARRI0656,5.0,19,109085.45,0.5
U0043,CARRI1132,5.0,26,131754.79,3.02
U0043,CARRI0972,5.0,19,185698.99,1.14
U0044,CARRI0500,5.0,25,442005.16,0.77
U0044,CARRI0553,5.0,26,203317.36,3.3
U0044,CARRI0661,5.0,13,220167.91,21.15
U0044,CARRI0108,5.0,25,327852.96,20.48
U0044,CARRI0532,5.0,18,90107.63,8.6
U0044,CARRI0185,5.0,31,335256.49,8.08
U0044,CARRI0625,5.0,34,87263.03,16.61
U0044,CARRI0542,5.0,15,335787.57,7.93
U0044,CARRI1082,5.0,22,361397.62,4.96
U0044,CARRI1046,5.0,27,303138.97,1.01
U0045,CARRI0027,5.0,43,245633.16,5.39
U0045,CARRI0396,5.0,8,235428.17,11.26
U0045,CARRI1164,5.0,38,102962.26,5.02
U0045,CARRI0244,5.0,45,56894.94,0.5
U0045,CARRI0982,5.0,9,75615.15,4.05
U0045,CARRI0266,5.0,28,172436.36,2.36
U0045,CARRI0936,5.0,35,209556.84,1.49
U0045,CARRI0795,5.0,10,220223.01,4.47
U0045,CARRI1005,5.0,35,278751.89,15.55
U0045,CARRI0699,5.0,24,270936.63,8.22
U0046,CARRI0633,5.0,39,82313.72,7.46
U0046,CARRI0782,5.0,10,375464.47,17.41
U0046,CARRI0834,5.0,23,216481.97,0.5
U0046,CARRI0834,5.0,24,475607.3,0.5
U0046,CARRI0198,5.0,29,650476.12,8.39
U0046,CARRI0730,5.0,36,598961.72,10.52
U0046,CARRI0206,5.0,15,340952.85,0.89
U0046,CARRI0170,5.0,17,150268.06,3.23
U0046,CARRI1146,5.0,28,316636.08,5.12
U0046,CARRI0111,5.0,15,633370.53,4.36
U0047,CARRI0839,5.0,9,188713.33,0.54
U0047,CARRI0699,5.0,12,358137.23,9.13
U0047,CARRI0347,5.0,22,605814.19,19.29
U0047,CARRI0992,5.0,9,479032.97,18.59
U0047,CARRI0249,5.0,8,329215.74,4.81
U0047,CARRI0086,5.0,25,279489.68,4.99
U0047,CARRI0898,5.0,23,231326.17,9.45
U0047,CARRI1001,5.0,27,162270.28,3.94
U0047,CARRI0149,5.0,38,213463.19,6.34
U0047,CARRI0306,5.0,41,293668.17,7.45
U0048,CARRI1111,5.0,22,61675.08,3.94
U0048,CARRI0789,5.0,36,85278.94,7.51
U0048,CARRI0996,5.0,4,207571.54,5.59
U0048,CARRI0356,5.0,43,259427.04,18.03
U0048,CARRI0829,5.0,11,261518.78,19.23
U0048,CARRI0045,5.0,13,84385.67,4.95
U0048,CARRI0033,5.0,24,154307.7,1.46
U0048,CARRI0756,5.0,35,106145.14,0.5
U0048,CARRI0360,5.0,27,76882.52,4.74
U0048,CARRI0040,5.0,31,397596.19,9.32
U0049,CARRI0304,5.0,23,103135.2,5.42
U0049,CARRI0795,5.0,41,191814.5,5.03
U0049,CARRI0675,5.0,26,244226.36,6.11
U0049,CARRI0982,5.0,32,51596.56,4.54
U0049,CARRI0430,5.0,38,364960.62,14.59
U0049,CARRI0345,5.0,30,119993.43,4.13
U0049,CARRI0215,5.0,36,181596.75,13.7
U0049,CARRI1166,5.0,14,477618.05,7.76
U0049,CARRI0371,5.0,20,209443.02,17.23
U0049,CARRI0630,5.0,28,114216.27,8.29
U0050,CARRI1099,5.0,31,202263.16,7.18
U0050,CARRI0177,5.0,33,211700.16,4.92
U0050,CARRI0918,5.0,20,42633.18,1.62
U0050,CARRI0848,5.0,27,637105.87,14.96
U0050,CARRI1182,5.0,20,193764.83,8.37
U0050,CARRI0334,5.0,39,163965.2,6.74
U0050,CARRI0457,5.0,12,154143.06,16.66
U0050,CARRI0697,5.0,25,642897.33,5.43
U0050,CARRI0646,5.0,10,306156.06,10.5
U0050,CARRI0651,5.0,22,460460.08,6.32
U0051,CARRI0787,5.0,22,343962.24,9.38
U0051,CARRI0534,5.0,27,75051.5,17.11
U0051,CARRI1125,5.0,22,83995.41,1.36
U0051,CARRI0897,5.0,22,77910.84,10.39
U0051,CARRI0809,5.0,34,662770.43,8.19
U0051,CARRI0473,5.0,45,87428.71,0.54
U0051,CARRI0708,5.0,31,475990.44,5.83
U0051,CARRI1052,5.0,25,615818.24,10.2
U0051,CARRI0404,5.0,11,227541.32,11.24
U0051,CARRI0253,5.0,21,292387.3,6.77
U0052,CARRI1024,5.0,40,548190.11,4.62
U0052,CARRI0606,5.0,31,462100.13,8.28
U0052,CARRI0167,5.0,15,114711.16,2.74
U0052,CARRI1025,5.0,26,200014.38,3.73
U0052,CARRI0672,5.0,6,70896.15,8.72
U0052,CARRI0684,5.0,31,208716.81,8.73
U0052,CARRI0340,5.0,25,197923.57,8.02
U0052,CARRI0087,5.0,34,271930.39,2.73
U0052,CARRI1141,5.0,42,342207.34,9.51
U0052,CARRI0057,5.0,36,262795.45,1.46
U0053,CARRI0356,5.0,30,498476.31,15.71
U0053,CARRI0934,5.0,37,201828.18,17.61
U0053,CARRI1093,5.0,34,241579.01,8.09
U0053,CARRI0309,5.0,49,187981.33,2.45
U0053,CARRI0698,5.0,14,113145.35,11.48
U0053,CARRI1149,5.0,13,111625.64,0.5
U0053,CARRI0305,5.0,14,197295.56,4.37
U0053,CARRI1117,5.0,22,355660.65,8.75
U0053,CARRI0640,5.0,30,257078.07,21.77
U0053,CARRI0129,5.0,32,221731.85,6.5
U0054,CARRI0345,5.0,44,442525.39,4.65
U0054,CARRI1195,5.0,39,289994.55,7.3
U0054,CARRI0259,5.0,24,211715.77,5.05
U0054,CARRI0388,5.0,11,114751.29,0.77
U0054,CARRI0089,5.0,17,99322.94,7.47
U0054,CARRI0989,5.0,17,331231.05,10.94
