user_id,item_id,rating,orders_placed,total_spend,defect_rate,on_time_delivery_pct
U0034,SUP0995,5.0,15,76.93,0.0544,89.65
U0034,SUP0641,5.0,6,178.96,0.0642,89.09
U0034,SUP0260,5.0,22,117.44,0.0322,92.16
U0034,SUP1007,5.0,5,1062.87,0.006,98.32
U0034,SUP0693,5.0,6,78.18,0.0414,100.0
U0034,SUP0784,3.0,7,97.58,0.1274,75.93
U0034,SUP0006,5.0,4,83.95,0.0046,98.99
U0035,SUP0205,5.0,3,74.12,0.0797,90.74
U0035,SUP0751,5.0,12,206.32,0.0304,99.67
U0035,SUP0917,5.0,6,87.32,0.0617,93.23
U0035,SUP1035,4.0,10,88.72,0.1471,75.02
U0035,SUP1078,4.0,11,153.65,0.1461,72.97
U0035,SUP0755,5.0,17,108.84,0.0351,94.56
U0035,SUP0146,5.0,15,44.75,0.0574,86.94
U0035,SUP0359,4.0,10,64.9,0.1437,79.9
U0035,SUP0096,4.0,2,160.44,0.1616,84.72
U0035,SUP0343,4.0,8,52.29,0.1129,80.63
U0036,SUP0002,5.0,4,38.04,0.0383,100.0
U0036,SUP0197,5.0,3,624.24,0.0714,90.08
U0036,SUP0732,3.0,8,102.64,0.1513,67.43
U0036,SUP0697,5.0,1,96.73,0.0251,100.0
U0036,SUP0063,5.0,4,187.79,0.0507,95.15
U0036,SUP0275,5.0,9,200.43,0.101,96.53
U0036,SUP0797,5.0,21,26.69,0.0142,99.51
U0036,SUP0784,3.0,9,71.02,0.1529,77.4
U0036,SUP0716,5.0,2,95.89,0.02,100.0
U0036,SUP0934,5.0,23,129.45,0.0595,97.84
U0037,SUP1058,5.0,4,66.74,0.0,100.0
U0037,SUP0542,2.0,13,45.92,0.1579,64.63
U0037,SUP0631,5.0,21,82.89,0.0558,98.48
U0037,SUP0455,5.0,30,53.42,0.0871,95.9
U0037,SUP0418,4.0,10,333.29,0.1299,89.01
U0037,SUP0542,2.0,2,87.35,0.1668,64.78
U0037,SUP0144,5.0,9,109.41,0.084,81.54
U0037,SUP0812,5.0,25,116.17,0.0214,100.0
U0037,SUP0812,5.0,20,113.75,0.0,100.0
U0037,SUP0142,4.0,2,79.24,0.1352,84.93
U0038,SUP1163,5.0,7,218.09,0.031,99.62
U0038,SUP0701,5.0,20,114.01,0.0179,94.96
U0038,SUP0155,5.0,8,67.98,0.0541,87.65
U0038,SUP0417,5.0,3,183.3,0.0113,100.0
U0038,SUP0155,5.0,6,48.85,0.0923,82.16
U0038,SUP1021,3.0,5,77.06,0.1601,73.42
U0038,SUP0173,5.0,8,194.54,0.0621,93.98
U0038,SUP1182,5.0,22,144.45,0.0275,94.77
U0038,SUP1193,5.0,10,431.42,0.0427,86.78
U0038,SUP1030,4.0,6,75.33,0.0472,81.38
U0039,SUP0937,4.0,5,224.64,0.1666,73.97
U0039,SUP0786,4.0,11,84.15,0.102,87.37
U0039,SUP0100,4.0,7,230.48,0.0933,77.79
U0039,SUP0157,2.0,6,287.7,0.1354,67.44
U0039,SUP0814,4.0,3,23.31,0.1074,83.42
U0039,SUP0589,5.0,23,163.96,0.0,93.47
U0039,SUP1174,4.0,4,97.45,0.1244,86.32
U0039,SUP0229,5.0,7,291.15,0.0,88.49
U0039,SUP0943,5.0,16,212.84,0.071,100.0
U0039,SUP0805,4.0,4,372.11,0.1106,93.61
U0040,SUP0930,4.0,4,286.17,0.1372,74.57
U0040,SUP0203,4.0,12,74.4,0.1527,92.23
U0040,SUP0693,5.0,9,102.58,0.0169,99.58
U0040,SUP0284,5.0,15,90.44,0.0589,82.42
U0040,SUP0423,5.0,7,485.37,0.0,100.0
U0040,SUP0886,5.0,4,120.29,0.0743,97.22
U0040,SUP0981,5.0,15,222.23,0.0087,96.86
U0040,SUP1093,5.0,3,110.84,0.0305,87.28
U0040,SUP0613,5.0,8,192.68,0.0216,96.58
U0040,SUP1080,5.0,14,252.93,0.0,99.46
U0041,SUP0357,5.0,11,135.62,0.0574,83.83
U0041,SUP0675,5.0,14,161.87,0.0098,96.76
U0041,SUP0190,4.0,9,212.23,0.1584,86.26
U0041,SUP0314,4.0,8,588.94,0.1371,89.06
U0041,SUP0311,5.0,14,67.33,0.0579,100.0
U0041,SUP0985,5.0,24,67.96,0.0386,100.0
U0041,SUP0802,3.0,12,221.3,0.1207,94.62
U0041,SUP1095,4.0,11,267.35,0.1403,80.14
U0041,SUP1025,5.0,15,131.69,0.0193,100.0
U0041,SUP0849,5.0,9,42.2,0.0075,100.0
U0042,SUP0649,5.0,29,86.09,0.0161,100.0
U0042,SUP0029,5.0,12,247.78,0.056,100.0
U0042,SUP0356,5.0,5,1044.12,0.0,100.0
U0042,SUP1092,5.0,11,219.46,0.0681,95.49
U0042,SUP0550,5.0,14,160.27,0.0117,100.0
U0042,SUP1074,5.0,26,106.91,0.0554,93.12
U0042,SUP0748,4.0,6,59.99,0.0181,91.99
U0042,SUP0389,5.0,3,171.18,0.0221,100.0
U0042,SUP1129,5.0,15,340.1,0.0436,100.0
U0042,SUP0285,3.0,2,155.8,0.13,75.36
U0043,SUP1106,3.0,13,53.53,0.1233,69.93
U0043,SUP0745,5.0,12,366.06,0.016,100.0
U0043,SUP0937,4.0,6,217.56,0.1448,73.12
U0043,SUP0114,5.0,29,126.41,0.0667,91.11
U0043,SUP1119,5.0,3,332.73,0.02,91.81
U0043,SUP0828,5.0,9,85.95,0.0251,100.0
U0043,SUP1108,5.0,14,139.25,0.0171,99.87
U0043,SUP0514,5.0,2,283.41,0.0238,96.4
U0043,SUP0628,4.0,10,110.2,0.1261,75.75
U0043,SUP1157,2.0,4,252.03,0.1417,71.93
U0044,SUP0713,5.0,17,212.09,0.0152,100.0
U0044,SUP1073,5.0,9,101.11,0.044,95.48
U0044,SUP0300,3.0,12,88.82,0.1272,78.42
U0044,SUP1131,5.0,26,151.82,0.0903,100.0
U0044,SUP0305,5.0,9,172.5,0.0095,88.91
U0044,SUP0257,5.0,9,180.44,0.054,93.26
U0044,SUP0382,5.0,6,161.11,0.0102,100.0
U0044,SUP0440,5.0,12,50.01,0.0147,85.73
U0044,SUP0003,5.0,42,106.94,0.0142,100.0
U0044,SUP0586,5.0,6,132.68,0.0,100.0
U0045,SUP0097,4.0,10,258.06,0.1406,75.0
U0045,SUP1158,5.0,9,163.79,0.0235,95.63
U0045,SUP0890,4.0,12,34.85,0.1287,87.99
U0045,SUP0065,5.0,10,134.48,0.0879,100.0
U0045,SUP0431,3.0,26,194.49,0.1294,74.89
U0045,SUP0672,5.0,19,106.6,0.0378,98.99
U0045,SUP0604,4.0,8,107.25,0.1632,80.78
U0045,SUP0173,5.0,14,217.67,0.0721,100.0
U0045,SUP0981,5.0,16,181.47,0.0157,100.0
U0045,SUP0302,5.0,4,291.7,0.0364,100.0
U0046,SUP0597,5.0,10,175.55,0.0547,85.57
U0046,SUP0473,5.0,8,118.45,0.0661,88.32
U0046,SUP1076,4.0,13,644.96,0.1389,88.16
U0046,SUP0639,5.0,15,36.2,0.0616,89.54
U0046,SUP0922,5.0,5,68.26,0.0262,89.07
U0046,SUP0384,5.0,13,120.32,0.0902,100.0
U0046,SUP1015,4.0,2,158.87,0.11,86.62
U0046,SUP0621,4.0,3,282.52,0.1277,87.46
U0046,SUP0924,3.0,8,41.23,0.1459,64.08
U0046,SUP0679,5.0,12,107.5,0.0537,87.99
U0047,SUP0695,4.0,9,171.69,0.1413,97.15
U0047,SUP1123,3.0,5,118.77,0.1418,83.18
U0047,SUP0584,3.0,10,153.88,0.1354,71.13
U0047,SUP0489,5.0,39,247.25,0.0036,96.73
U0047,SUP0112,5.0,12,115.5,0.0093,97.19
U0047,SUP0530,5.0,11,277.33,0.0216,93.16
U0047,SUP1113,4.0,11,269.4,0.1153,87.8
U0047,SUP0365,4.0,12,110.56,0.1291,79.55
U0047,SUP1154,5.0,22,188.2,0.0123,100.0
U0047,SUP1073,5.0,11,86.31,0.0619,99.43
U0048,SUP0833,5.0,15,115.87,0.0689,100.0
U0048,SUP0407,5.0,6,474.18,0.0759,97.68
U0048,SUP0462,5.0,8,170.8,0.1316,80.46
U0048,SUP0913,5.0,7,402.01,0.0806,92.46
U0048,SUP0332,5.0,4,72.99,0.0635,87.16
U0048,SUP0959,5.0,7,106.3,0.0392,100.0
U0048,SUP0073,5.0,24,240.02,0.0276,91.28
U0048,SUP0384,5.0,9,180.35,0.0538,94.98
U0048,SUP0435,5.0,1,415.14,0.0806,92.49
U0048,SUP1174,4.0,6,111.29,0.1293,73.8
U0049,SUP0610,5.0,5,73.7,0.0277,100.0
U0049,SUP0377,5.0,6,286.31,0.0722,100.0
