user_id,item_id,rating,volume_shipped,frequency,total_spend
U0016,LANEI0204,5.0,0.836,6.0,12376.52
U0016,LANEI0623,5.0,4.529,12.0,1732.25
U0016,LANEI0994,4.0,16.903,6.0,5762.98
U0016,LANEI1050,5.0,3.551,9.0,4362.71
U0016,LANEI0591,5.0,1.747,13.0,36304.34
U0016,LANEI0847,5.0,4.057,9.0,4854.83
U0016,LANEI1048,5.0,0.135,13.0,27448.78
U0016,LANEI0900,5.0,0.973,11.0,1947.98
U0017,LANEI0764,5.0,1.003,13.0,12923.63
U0017,LANEI0445,5.0,0.319,13.0,41952.77
U0017,LANEI0469,5.0,0.694,13.0,14385.91
U0017,LANEI0333,5.0,0.882,10.0,44479.17
U0017,LANEI0882,5.0,3.4,7.0,9568.41
U0017,LANEI0099,5.0,16.648,6.0,6984.48
U0017,LANEI0837,5.0,0.41,10.0,4560.21
U0017,LANEI0338,5.0,2.161,3.0,7652.57
U0017,LANEI0400,5.0,1.959,8.0,11791.6
U0017,LANEI0661,5.0,0.416,10.0,136280.8
U0018,LANEI0564,5.0,0.836,14.0,45546.01
U0018,LANEI0556,5.0,7.912,15.0,13698.77
U0018,LANEI0335,5.0,0.107,11.0,21699.13
U0018,LANEI0755,5.0,3.638,5.0,4921.75
U0018,LANEI1043,5.0,6.906,14.0,13294.14
U0018,LANEI0391,5.0,0.496,11.0,29187.65
U0018,LANEI0535,5.0,1.186,10.0,37694.7
U0018,LANEI0560,5.0,17.105,9.0,954.26
U0018,LANEI0485,5.0,6.896,12.0,13492.87
U0018,LANEI0021,5.0,1.993,9.0,8545.74
U0019,LANEI1147,5.0,0.083,10.0,24897.21
U0019,LANEI0230,5.0,1.167,8.0,3881.85
U0019,LANEI0155,5.0,12.858,6.0,31937.38
U0019,LANEI0608,5.0,1.373,13.0,14326.47
U0019,LANEI0973,5.0,0.394,6.0,7226.41
U0019,LANEI0782,5.0,1.315,7.0,2231.93
U0019,LANEI0654,5.0,3.856,10.0,5243.28
U0019,LANEI0357,5.0,0.577,12.0,12044.1
U0019,LANEI0116,5.0,0.514,12.0,12974.37
U0019,LANEI0488,5.0,1.173,13.0,2017.77
U0020,LANEI0701,5.0,14.882,7.0,16197.25
U0020,LANEI1011,5.0,0.501,10.0,18286.69
U0020,LANEI0235,5.0,2.013,7.0,3407.34
U0020,LANEI0933,5.0,0.604,11.0,23669.18
U0020,LANEI1111,5.0,0.98,9.0,1103.14
U0020,LANEI0939,5.0,4.745,9.0,16745.47
U0020,LANEI0532,5.0,12.424,10.0,8541.23
U0020,LANEI0879,5.0,1.313,6.0,6903.21
U0020,LANEI0313,5.0,0.837,8.0,8358.2
U0020,LANEI0396,5.0,0.714,6.0,2099.71
U0021,LANEI0157,4.0,10.124,8.0,17116.87
U0021,LANEI0364,4.0,9.679,8.0,9924.13
U0021,LANEI0687,5.0,1.109,9.0,7485.76
U0021,LANEI0403,5.0,1.978,10.0,7177.38
U0021,LANEI0092,5.0,2.857,7.0,3055.76
U0021,LANEI1114,5.0,0.222,13.0,12153.51
U0021,LANEI0504,5.0,0.051,8.0,5179.4
U0021,LANEI0573,5.0,3.084,8.0,9807.94
U0021,LANEI0796,5.0,9.951,13.0,12324.56
U0021,LANEI0484,5.0,0.491,8.0,26115.56
U0022,LANEI0072,5.0,8.279,10.0,17332.79
U0022,LANEI0822,5.0,0.084,11.0,8201.61
U0022,LANEI0145,5.0,1.731,7.0,9806.03
U0022,LANEI0211,5.0,1.28,10.0,2976.79
U0022,LANEI0538,5.0,3.696,8.0,13965.09
U0022,LANEI0111,5.0,3.203,10.0,9715.99
U0022,LANEI0493,5.0,1.404,10.0,6312.91
U0022,LANEI0583,5.0,0.659,9.0,18018.57
U0022,LANEI0190,5.0,0.323,6.0,20534.58
U0022,LANEI0283,5.0,1.458,10.0,74890.17
U0023,LANEI1067,5.0,12.541,8.0,4058.24
U0023,LANEI0654,5.0,3.986,9.0,12801.39
U0023,LANEI0726,5.0,2.334,5.0,12426.22
U0023,LANEI0296,5.0,12.585,5.0,8499.3
U0023,LANEI0122,5.0,0.07,11.0,34168.6
U0023,LANEI0383,5.0,0.587,11.0,2774.31
U0023,LANEI0731,5.0,0.75,9.0,18783.12
U0023,LANEI0456,5.0,3.013,8.0,10659.38
U0023,LANEI0124,5.0,0.575,4.0,7025.32
U0023,LANEI0613,5.0,0.722,6.0,48026.66
U0024,LANEI0702,5.0,1.503,10.0,6469.85
U0024,LANEI0430,5.0,1.255,9.0,28749.2
U0024,LANEI0807,5.0,1.105,12.0,62012.35
U0024,LANEI0457,5.0,0.32,18.0,21088.61
U0024,LANEI0605,5.0,0.095,21.0,12217.44
U0024,LANEI0306,5.0,1.805,8.0,7001.33
U0024,LANEI0837,5.0,0.606,17.0,7474.64
U0024,LANEI0824,5.0,0.647,7.0,41585.42
U0024,LANEI0643,5.0,16.503,9.0,11829.25
U0024,LANEI1047,5.0,0.089,10.0,8041.85
U0025,LANEI1190,5.0,1.575,5.0,7409.88
U0025,LANEI0275,5.0,0.065,9.0,30463.13
U0025,LANEI0038,5.0,2.435,11.0,5418.38
U0025,LANEI0495,5.0,19.305,4.0,6081.46
U0025,LANEI0238,5.0,14.343,8.0,9923.26
U0025,LANEI0701,5.0,17.42,12.0,10982.25
U0025,LANEI1179,5.0,13.973,10.0,25576.96
U0025,LANEI0025,5.0,0.611,16.0,13009.49
U0025,LANEI0783,4.0,8.238,8.0,13796.89
U0025,LANEI0098,4.0,16.943,12.0,9821.95
U0026,LANEI0890,5.0,14.797,5.0,16588.99
U0026,LANEI0693,5.0,0.067,4.0,25848.34
U0026,LANEI1026,5.0,3.53,8.0,10181.01
U0026,LANEI0893,5.0,1.652,9.0,4242.45
U0026,LANEI0796,5.0,6.566,8.0,5130.22
U0026,LANEI1180,4.0,9.282,6.0,10666.74
U0026,LANEI0936,5.0,14.497,10.0,18212.85
U0026,LANEI0665,5.0,1.164,7.0,12431.86
U0026,LANEI0136,5.0,0.726,12.0,21883.11
U0026,LANEI0707,5.0,9.357,9.0,5996.73
U0027,LANEI0512,5.0,2.081,13.0,5322.45
U0027,LANEI0294,5.0,10.893,9.0,4387.27
U0027,LANEI1149,5.0,2.446,12.0,15727.85
U0027,LANEI0302,5.0,0.346,8.0,32606.28
U0027,LANEI0859,5.0,0.291,15.0,15599.81
U0027,LANEI0276,5.0,0.197,10.0,61325.72
U0027,LANEI0069,5.0,1.33,11.0,17520.06
U0027,LANEI0624,5.0,1.437,20.0,8378.76
U0027,LANEI0612,5.0,0.186,14.0,4148.66
U0027,LANEI0130,5.0,1.833,20.0,20900.21
U0028,LANEI0249,5.0,9.953,8.0,6325.88
U0028,LANEI0915,5.0,1.179,11.0,3064.61
U0028,LANEI0649,5.0,0.575,9.0,3918.7
U0028,LANEI1167,5.0,1.619,11.0,8638.36
U0028,LANEI0854,5.0,1.353,15.0,8429.71
U0028,LANEI0869,5.0,1.186,13.0,14554.59
U0028,LANEI1077,5.0,1.218,7.0,22318.09
U0028,LANEI0382,5.0,2.268,8.0,15972.58
U0028,LANEI0815,5.0,0.698,8.0,10175.23
U0028,LANEI0038,5.0,1.945,6.0,12633.09
U0029,LANEI1110,5.0,16.842,8.0,7137.66
U0029,LANEI0207,5.0,3.035,13.0,6579.9
U0029,LANEI0775,5.0,0.276,8.0,57890.44
U0029,LANEI0422,5.0,10.137,9.0,3507.42
U0029,LANEI1164,5.0,1.572,9.0,7270.35
U0029,LANEI1084,5.0,2.988,4.0,11837.44
U0029,LANEI1117,5.0,0.592,9.0,2716.84
U0029,LANEI0866,5.0,0.783,8.0,6807.84
U0029,LANEI0842,5.0,0.999,13.0,4886.07
U0029,LANEI0577,5.0,2.913,10.0,1983.66
U0030,LANEI0033,5.0,2.483,9.0,17901.71
U0030,LANEI0068,5.0,14.464,10.0,1807.56
U0030,LANEI0789,5.0,3.614,7.0,14384.81
U0030,LANEI1142,4.0,14.78,14.0,8438.49
U0030,LANEI0650,5.0,1.064,11.0,14539.52
U0030,LANEI0831,5.0,0.325,7.0,8251.34
U0030,LANEI0352,5.0,0.09,8.0,15329.46
U0030,LANEI0399,5.0,2.248,9.0,4331.62
U0030,LANEI1026,5.0,3.854,6.0,4756.12
U0030,LANEI0114,5.0,1.48,8.0,11310.61
U0031,LANEI0176,5.0,1.141,10.0,3024.4
U0031,LANEI0128,5.0,0.081,10.0,20692.32
U0031,LANEI0916,5.0,12.222,7.0,12023.07
U0031,LANEI0892,5.0,6.901,8.0,13406.77
U0031,LANEI0756,4.0,11.07,4.0,3935.89
U0031,LANEI0689,5.0,17.715,11.0,3785.59
U0031,LANEI0641,5.0,2.169,8.0,3681.53
U0031,LANEI0488,5.0,1.149,4.0,6405.66
U0031,LANEI0941,5.0,1.389,9.0,10027.89
U0031,LANEI0083,5.0,0.053,11.0,49327.59
U0032,LANEI1170,5.0,0.286,6.0,27272.62
U0032,LANEI0402,5.0,1.3,15.0,12378.97
U0032,LANEI0306,5.0,2.069,10.0,15877.25
U0032,LANEI0318,5.0,3.916,10.0,6319.8
U0032,LANEI0683,5.0,12.245,14.0,9968.99
U0032,LANEI0767,5.0,2.712,10.0,9421.75
U0032,LANEI0973,5.0,1.095,9.0,4832.81
U0032,LANEI0064,5.0,1.965,13.0,8406.88
U0032,LANEI0752,5.0,0.672,11.0,6753.21
U0032,LANEI0171,5.0,1.634,6.0,5732.81
U0033,LANEI0228,5.0,18.304,12.0,10156.58
U0033,LANEI0246,5.0,15.195,9.0,8589.1
U0033,LANEI0569,5.0,0.882,8.0,4335.23
U0033,LANEI1056,5.0,0.304,8.0,9135.99
U0033,LANEI0039,5.0,0.321,13.0,8927.94
U0033,LANEI0043,5.0,1.418,11.0,14411.61
U0033,LANEI0823,5.0,0.058,11.0,15060.0
U0033,LANEI0392,5.0,0.085,13.0,15112.58
U0033,LANEI0981,5.0,15.302,16.0,16112.86
U0033,LANEI0362,5.0,15.336,6.0,17254.23
U0034,LANEI0690,4.0,11.098,5.0,6702.57
U0034,LANEI0019,5.0,1.656,9.0,12716.93
U0034,LANEI0735,5.0,0.709,9.0,2010.97
U0034,LANEI0894,5.0,0.194,8.0,6317.36
U0034,LANEI0788,5.0,17.768,16.0,10158.41
U0034,LANEI0374,5.0,1.473,4.0,1872.6
U0034,LANEI0987,5.0,0.576,12.0,23072.61
U0034,LANEI0382,5.0,4.75,13.0,22820.98
U0034,LANEI0298,5.0,0.355,14.0,16870.84
U0034,LANEI0558,5.0,1.362,4.0,16786.69
U0035,LANEI1198,5.0,0.551,9.0,30672.15
U0035,LANEI1106,5.0,0.788,17.0,30610.8
U0035,LANEI0579,5.0,0.543,11.0,13386.67
U0035,LANEI1028,5.0,2.35,8.0,1908.56
U0035,LANEI0468,5.0,2.32,14.0,5867.88
U0035,LANEI1174,5.0,14.857,11.0,4146.37
U0035,LANEI0664,5.0,8.973,7.0,11917.87
U0035,LANEI0809,5.0,2.99,11.0,3743.97
U0035,LANEI0746,5.0,1.335,11.0,10746.86
U0035,LANEI0504,5.0,0.1,7.0,4726.99
U0036,LANEI0967,5.0,0.59,9.0,53358.05
U0036,LANEI0128,5.0,0.076,6.0,34576.31
U0036,LANEI0693,5.0,0.05,12.0,51239.15
U0036,LANEI0552,5.0,1.81,16.0,12644.45
U0036,LANEI0774,4.0,12.478,8.0,4039.36
U0036,LANEI0800,4.0,5.764,5.0,5218.63
U0036,LANEI0380,5.0,0.921,10.0,12152.46
U0036,LANEI0956,5.0,1.109,12.0,2485.04
U0036,LANEI0806,5.0,1.008,14.0,11433.69
U0036,LANEI0323,5.0,18.844,5.0,3032.5
U0037,LANEI0286,5.0,1.232,10.0,16605.62
U0037,LANEI0661,5.0,0.405,7.0,116053.09
U0037,LANEI0534,4.0,1.802,8.0,6150.43
U0037,LANEI0317,5.0,0.579,9.0,2379.58
U0037,LANEI0638,5.0,1.27,9.0,2786.32
U0037,LANEI0715,5.0,1.672,9.0,2148.84
U0037,LANEI0268,4.0,17.7,15.0,8217.16
U0037,LANEI0048,5.0,9.136,12.0,22530.66
U0037,LANEI0442,5.0,15.282,11.0,11590.64
U0037,LANEI0325,5.0,1.143,7.0,10495.01
U0038,LANEI1062,4.0,6.022,8.0,4587.57
U0038,LANEI0579,5.0,0.37,7.0,10743.68
U0038,LANEI0869,5.0,2.726,11.0,8175.47
U0038,LANEI0052,5.0,10.874,10.0,12876.88
U0038,LANEI0004,5.0,1.257,12.0,11450.45
U0038,LANEI0988,5.0,11.161,9.0,7565.23
U0038,LANEI0820,5.0,18.515,12.0,6644.03
U0038,LANEI1195,5.0,17.566,12.0,3962.4
U0038,LANEI0898,5.0,0.594,9.0,11321.13
U0038,LANEI0758,5.0,2.508,14.0,11432.48
U0039,LANEI0937,5.0,1.336,16.0,19142.55
U0039,LANEI0347,5.0,13.725,11.0,14259.92
U0039,LANEI0083,5.0,0.114,10.0,33133.54
U0039,LANEI0498,5.0,1.849,10.0,13003.7
U0039,LANEI0351,5.0,0.638,6.0,66234.51
U0039,LANEI0740,5.0,0.527,5.0,9126.86
U0039,LANEI0659,5.0,4.533,13.0,3646.71
U0039,LANEI0333,5.0,0.436,13.0,34806.9
U0039,LANEI0346,5.0,0.105,6.0,53395.76
U0039,LANEI0662,5.0,0.249,17.0,6710.87
U0040,LANEI0069,5.0,1.54,6.0,28251.32
U0040,LANEI0009,5.0,1.475,14.0,3214.12
U0040,LANEI0671,5.0,2.657,14.0,6894.12
U0040,LANEI0145,5.0,1.58,10.0,7150.71
U0040,LANEI0733,5.0,2.17,7.0,3719.9
U0040,LANEI0235,5.0,1.658,5.0,9744.14
U0040,LANEI0022,4.0,11.02,9.0,8276.32
U0040,LANEI0162,5.0,0.692,8.0,52427.23
U0040,LANEI0701,5.0,13.443,11.0,8401.47
U0040,LANEI0364,4.0,14.664,5.0,19261.18
U0041,LANEI0792,5.0,8.551,7.0,8546.11
U0041,LANEI0874,5.0,1.455,11.0,8240.55
U0041,LANEI0142,5.0,4.745,8.0,38723.74
U0041,LANEI0384,5.0,2.223,5.0,6728.56
U0041,LANEI0319,5.0,0.361,7.0,21022.06
U0041,LANEI0990,5.0,0.092,11.0,21301.98
U0041,LANEI0467,5.0,0.206,7.0,19187.01
U0041,LANEI0799,5.0,12.204,10.0,4546.18
U0041,LANEI0984,5.0,3.07,13.0,5692.92
U0041,LANEI0521,5.0,1.675,8.0,7351.65
U0042,LANEI0683,5.0,15.298,6.0,4062.62
U0042,LANEI0835,5.0,15.998,15.0,7138.99
U0042,LANEI0642,5.0,10.416,12.0,1566.64
U0042,LANEI0180,5.0,1.404,10.0,3955.98
U0042,LANEI0574,5.0,14.41,11.0,1527.16
U0042,LANEI0681,5.0,0.847,15.0,14317.28
U0042,LANEI0365,5.0,0.566,8.0,18801.89
U0042,LANEI0344,5.0,15.088,7.0,9663.9
U0042,LANEI0738,5.0,1.052,9.0,8139.59
U0042,LANEI0776,5.0,2.168,9.0,3102.01
U0043,LANEI0172,5.0,0.098,7.0,31339.46
U0043,LANEI0507,5.0,4.251,9.0,5775.14
U0043,LANEI0002,5.0,19.253,7.0,2176.17
U0043,LANEI0382,5.0,2.966,9.0,9836.89
U0043,LANEI0570,5.0,2.282,9.0,4381.29
U0043,LANEI0176,5.0,1.105,7.0,5422.85
U0043,LANEI0704,5.0,2.194,8.0,7609.8
U0043,LANEI1178,5.0,1.012,13.0,9909.11
U0043,LANEI0960,5.0,0.382,7.0,12295.5
U0043,LANEI0800,4.0,12.281,4.0,1792.83
U0044,LANEI0860,5.0,10.256,15.0,4448.63
U0044,LANEI0902,5.0,7.599,8.0,3283.87
U0044,LANEI0473,5.0,0.35,4.0,37658.79
U0044,LANEI0255,5.0,13.216,11.0,5135.88
U0044,LANEI0989,5.0,1.246,8.0,7700.12
U0044,LANEI0817,5.0,0.933,17.0,5800.61
U0044,LANEI0621,5.0,19.467,10.0,15642.69
U0044,LANEI1078,5.0,17.301,11.0,22760.22
U0044,LANEI1059,4.0,12.49,7.0,16207.7
U0044,LANEI0043,5.0,1.706,9.0,7988.6
U0045,LANEI0489,5.0,10.831,9.0,10755.04
U0045,LANEI0910,5.0,0.417,3.0,6867.72
U0045,LANEI0097,5.0,0.775,9.0,47927.54
U0045,LANEI0270,5.0,1.549,8.0,4598.18
U0045,LANEI0641,5.0,0.945,11.0,5432.21
U0045,LANEI0141,5.0,2.327,6.0,18349.46
U0045,LANEI1026,5.0,4.255,6.0,16000.3
U0045,LANEI0153,5.0,1.709,10.0,3571.41
U0045,LANEI0161,5.0,0.908,9.0,8449.04
U0045,LANEI0544,5.0,1.928,3.0,23600.84
U0046,LANEI0080,5.0,8.766,10.0,5864.04
U0046,LANEI1125,5.0,0.483,16.0,64633.85
U0046,LANEI0816,5.0,16.149,7.0,18218.63
U0046,LANEI1013,5.0,0.583,11.0,43834.58
U0046,LANEI0419,5.0,1.801,7.0,7744.34
U0046,LANEI0088,5.0,7.433,5.0,4359.42
U0046,LANEI1200,5.0,3.417,9.0,7132.42
U0046,LANEI0570,5.0,2.118,12.0,1903.29
U0046,LANEI0093,5.0,0.867,8.0,21240.64
U0046,LANEI0114,5.0,0.914,10.0,35436.93
U0047,LANEI0779,5.0,0.553,6.0,47953.35
U0047,LANEI0425,5.0,15.805,14.0,12003.24
U0047,LANEI0204,5.0,1.189,9.0,26242.31
U0047,LANEI0609,5.0,15.805,10.0,5757.69
U0047,LANEI0347,5.0,8.234,9.0,25790.86
U0047,LANEI1033,4.0,8.588,8.0,3058.0
U0047,LANEI0438,5.0,1.198,7.0,21211.04
U0047,LANEI1150,5.0,1.378,10.0,9468.4
U0047,LANEI0591,5.0,1.715,7.0,30025.77
U0047,LANEI0380,5.0,0.834,12.0,48210.53
U0048,LANEI1164,5.0,2.009,9.0,2615.99
U0048,LANEI0390,5.0,7.872,14.0,12261.61
U0048,LANEI0007,5.0,0.906,7.0,32298.66
U0048,LANEI0105,5.0,0.105,12.0,42024.65
U0048,LANEI0931,5.0,15.9,14.0,13997.61
U0048,LANEI0400,5.0,1.836,10.0,11782.47
U0048,LANEI0727,5.0,1.363,12.0,5989.63
U0048,LANEI1178,5.0,1.036,14.0,10154.25
U0048,LANEI1135,5.0,1.7,8.0,10518.07
U0048,LANEI1168,5.0,0.745,9.0,14329.1
U0049,LANEI0660,5.0,1.16,7.0,5679.81
U0049,LANEI1031,5.0,8.043,8.0,7590.89
U0049,LANEI0141,5.0,2.518,17.0,22777.66
U0049,LANEI0006,5.0,2.041,19.0,4832.51
U0049,LANEI0703,5.0,2.709,10.0,11094.46
U0049,LANEI0223,5.0,1.28,6.0,5966.8
U0049,LANEI0571,5.0,0.081,16.0,22569.33
U0049,LANEI0013,4.0,13.091,10.0,24035.79
U0049,LANEI0952,5.0,18.379,9.0,7442.49
U0049,LANEI1012,5.0,3.802,7.0,3831.9
U0050,LANEI0929,5.0,15.793,9.0,9243.32
U0050,LANEI0334,4.0,14.5,8.0,16212.08
U0050,LANEI0014,5.0,2.896,5.0,4616.11
U0050,LANEI0453,5.0,1.088,11.0,15316.5
U0050,LANEI0463,5.0,13.108,10.0,10359.88
U0050,LANEI0860,5.0,17.677,7.0,3184.74
U0050,LANEI0617,5.0,10.643,12.0,8318.49
U0050,LANEI0579,5.0,0.523,9.0,14495.1
